,url,datetime,header,rent_type,price,district,floor,address,owner,house_type,area,condition,bathroom,accommodations
1591,https://krisha.kz/a/show/48420566,2020-07-16 15:55:32,"1-комнатная квартира, 31 м², 2/5 этаж помесячно",квартира,110000,Бостандыкский р-н,,"Бостандыкский р-н, Айманова 170 — Солодовникова, Алматы",Хозяин,"панельный, 1988 г.п.","31 м², жилая — 18 м², кухня — 6 м²",хорошее,совмещенный,полностью меблирована
1590,https://krisha.kz/a/show/57811917,2020-07-16 15:55:27,"3-комнатная квартира, 140 м², 12/13 этаж помесячно",квартира,700000,Бостандыкский р-н,,"Бостандыкский р-н, Касымова, Алматы",Авангард,"монолитный, 2017 г.п.",140 м²,евроремонт,2 с/у и более,полностью меблирована
1589,https://krisha.kz/a/show/660536144,2020-07-16 15:55:24,"1-комнатная квартира, 40 м² помесячно",квартира,75000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Аксай-4, Жубанова — Момышулы, Алматы",Хозяин,"монолитный, 2015 г.п.","40 м², кухня — 10 м²",хорошее,совмещенный,полностью меблирована
1588,https://krisha.kz/a/show/660536383,2020-07-16 15:55:21,"2-комнатная квартира, 55 м², 9/9 этаж помесячно",квартира,120000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Таугуль-1, Мкр Таугуль-1 91, Алматы",Агенство недвижимости Лидер Алматы,"монолитный, 1990 г.п.","55 м², кухня — 9 м²",хорошее,раздельный,полностью меблирована
1587,https://krisha.kz/a/show/660226659,2020-07-16 15:55:18,"2-комнатная квартира, 55 м², 2/5 этаж помесячно",квартира,80000,Алмалинский р-н,,"Алмалинский р-н, мкр Тастак-3, Раимбека — Тургут Озала, Алматы",АлмаДом,"панельный, 1985 г.п.","55 м², кухня — 10 м²",среднее,раздельный,полностью меблирована
1586,https://krisha.kz/a/show/660372610,2020-07-16 15:55:15,"1-комнатная квартира, 27 м², 3/4 этаж помесячно",квартира,90000,,,"Байтурсынова 14 — Гоголя, Алматы",Хозяин,"панельный, 1975 г.п.",27 м²,среднее,совмещенный,полностью меблирована
1585,https://krisha.kz/a/show/48317485,2020-07-16 15:55:12,"1-комнатная квартира, 20 м², 2/3 этаж помесячно",квартира,60000,Турксибский р-н,,"Турксибский р-н, мкр Кайрат, Тараз 18 — Кульжинский тракт-Рыскулова., Алматы",Хозяин,"иное, 2014 г.п.",20 м²,хорошее,совмещенный,частично меблирована
1584,https://krisha.kz/a/show/56845841,2020-07-16 15:55:09,"3-комнатная квартира, 60 м², 1/5 этаж помесячно",квартира,140000,Алмалинский р-н,,"Алмалинский р-н, Гоголя 452/3 — Сейфуллина, Алматы",Хозяин,"панельный, 1973 г.п.","60 м², жилая — 50 м², кухня — 6 м²",среднее,раздельный,полностью меблирована
1583,https://krisha.kz/a/show/660297135,2020-07-16 15:55:06,"1-комнатная квартира, 32 м², 3/4 этаж помесячно",квартира,80000,Бостандыкский р-н,,"Бостандыкский р-н, мкр Коктем-2, Мкр Коктем-2, Алматы",Центр недвижимости Альфа,"панельный, 1974 г.п.","32 м², жилая — 18 м², кухня — 6 м²",хорошее,совмещенный,полностью меблирована
1582,https://krisha.kz/a/show/52857503,2020-07-16 15:55:02,"4-комнатная квартира, 160 м², 8/16 этаж помесячно",квартира,650000,Медеуский р-н,,"Медеуский р-н, Луганского — Сатпаева, Алматы",Авангард,"монолитный, 2008 г.п.","160 м², жилая — 120 м², кухня — 40 м²",евроремонт,2 с/у и более,полностью меблирована
1581,https://krisha.kz/a/show/50672736,2020-07-16 15:54:59,"3-комнатная квартира, 130 м², 16/16 этаж помесячно",квартира,750000,Бостандыкский р-н,,"Бостандыкский р-н, Аль-Фараби, Алматы",Авангард,"монолитный, 2014 г.п.",130 м²,евроремонт,2 с/у и более,полностью меблирована
1580,https://krisha.kz/a/show/52631287,2020-07-16 15:54:56,"5-комнатная квартира, 200 м², 13/16 этаж помесячно",квартира,750000,Медеуский р-н,,"Медеуский р-н, мкр Самал-3, Мендикулова — Кажымукана, Алматы",Авангард,"монолитный, 2005 г.п.","200 м², кухня — 25 м²",евроремонт,2 с/у и более,полностью меблирована
1579,https://krisha.kz/a/show/58249400,2020-07-16 15:54:47,"3-комнатная квартира, 90 м², 3/5 этаж помесячно",квартира,320000,Медеуский р-н,,"Медеуский р-н, проспект Достык 19 — Богенбай Батыра, Алматы",Demetra,"кирпичный, 1980 г.п.","90 м², жилая — 75 м², кухня — 9.97 м²",евроремонт,2 с/у и более,полностью меблирована
1578,https://krisha.kz/a/show/58291181,2020-07-16 15:54:43,"1-комнатная квартира, 35 м², 1/4 этаж помесячно",квартира,70000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Таугуль-3, Саяна Шаймерденава 12 — Жандосова, Алматы",Хозяин,"кирпичный, 2011 г.п.",35 м²,среднее,совмещенный,полностью меблирована
1577,https://krisha.kz/a/show/56232386,2020-07-16 15:33:59,"2-комнатная квартира, 42 м², 1/4 этаж помесячно",квартира,75000,Ауэзовский р-н,,"Ауэзовский р-н, мкр №12, Мкр №12 7 — Берегового, Алматы",Хозяин,"панельный, 1969 г.п.","42 м², жилая — 27 м², кухня — 6 м²",среднее,совмещенный,частично меблирована
1576,https://krisha.kz/a/show/58602759,2020-07-16 15:33:56,"2-комнатная квартира, 50 м², 5/14 этаж помесячно",квартира,150000,Медеуский р-н,,"Медеуский р-н, мкр Самал-1, Мкр Самал-1 24 — Жолдасбекова, Алматы",Хозяин,"монолитный, 1990 г.п.",50 м²,хорошее,совмещенный,полностью меблирована
1575,https://krisha.kz/a/show/660302186,2020-07-16 15:33:53,"3-комнатная квартира, 65 м², 5/9 этаж помесячно",квартира,200000,Медеуский р-н,,"Медеуский р-н, мкр Самал-2, Мкр Самал-2 49 — Мендикулова, Алматы",Хозяин,"монолитный, 1994 г.п.","65 м², кухня — 6 м²",хорошее,раздельный,полностью меблирована
1574,https://krisha.kz/a/show/48299139,2020-07-16 15:33:49,"2-комнатная квартира, 75 м², 7/21 этаж помесячно",квартира,350000,Медеуский р-н,,"Медеуский р-н, мкр Самал-2 33А — Снегина, Алматы",Хозяин,"монолитный, 2016 г.п.",75 м²,евроремонт,2 с/у и более,полностью меблирована
1573,https://krisha.kz/a/show/51009601,2020-07-16 15:33:46,"2-комнатная квартира, 80 м², 7/11 этаж помесячно",квартира,250000,Бостандыкский р-н,,"Бостандыкский р-н, Жарокова 230 — Байкадамова, Алматы",Хозяин,"монолитный, 2014 г.п.",80 м²,евроремонт,совмещенный,полностью меблирована
1572,https://krisha.kz/a/show/30582655,2020-07-16 15:33:43,"3-комнатная квартира, 150 м², 7/23 этаж помесячно",квартира,380000,Медеуский р-н,,"Медеуский р-н, Достык 160 — Жолдасбекова, Алматы",Хозяин,"монолитный, 2008 г.п.","150 м², кухня — 20 м²",евроремонт,2 с/у и более,полностью меблирована
1571,https://krisha.kz/a/show/660424708,2020-07-16 15:33:39,"2-комнатная квартира, 70 м², 11/13 этаж помесячно",квартира,120000,Алатауский р-н,,"Алатауский р-н, мкр Нуркент (Алгабас-1), Мкр Нуркент (Алгабас-1), Алматы",Хозяин,"монолитный, 2015 г.п.","70 м², кухня — 11 м²",хорошее,2 с/у и более,полностью меблирована
1570,https://krisha.kz/a/show/51871031,2020-07-16 15:33:36,"3-комнатная квартира, 150 м², 3/10 этаж помесячно",квартира,350000,Бостандыкский р-н,,"Бостандыкский р-н, Аль-Фараби 100 — Шашкина, Алматы",Хозяин,"монолитный, 2015 г.п.",150 м²,евроремонт,2 с/у и более,полностью меблирована
1569,https://krisha.kz/a/show/51441336,2020-07-16 15:33:33,"2-комнатная квартира, 65 м², 8/18 этаж помесячно",квартира,170000,Алмалинский р-н,,"Алмалинский р-н, Брусиловского 167 — Шакарима, Алматы",Хозяин,"панельный, 1984 г.п.",65 м²,евроремонт,совмещенный,полностью меблирована
1568,https://krisha.kz/a/show/53516977,2020-07-16 15:33:30,"2-комнатная квартира, 90 м², 7/18 этаж помесячно",квартира,280000,Медеуский р-н,,"Медеуский р-н, Достык 128 — Жолдасбекова, Алматы",Хозяин,"монолитный, 2012 г.п.",90 м²,евроремонт,2 с/у и более,полностью меблирована
1567,https://krisha.kz/a/show/58427878,2020-07-16 15:33:27,"1-комнатная квартира, 40 м², 8/13 этаж помесячно",квартира,170000,Бостандыкский р-н,,"Бостандыкский р-н, Минина 24 — Маркова, Алматы",Хозяин,"монолитный, 2015 г.п.",40 м²,евроремонт,совмещенный,полностью меблирована
1566,https://krisha.kz/a/show/56180795,2020-07-16 15:33:23,"2-комнатная квартира, 65 м², 8/10 этаж помесячно",квартира,230000,Алмалинский р-н,,"Алмалинский р-н, Курмангазы 97 — Масанчи, Алматы",Хозяин,"монолитный, 2019 г.п.",65 м²,евроремонт,совмещенный,полностью меблирована
1565,https://krisha.kz/a/show/660057306,2020-07-16 15:33:20,"3-комнатная квартира, 130 м², 11/14 этаж помесячно",квартира,380000,Бостандыкский р-н,,"Бостандыкский р-н, Масанчи 98Б — Абая, Алматы",Хозяин,"монолитный, 2004 г.п.","130 м², жилая — 80 м², кухня — 15 м²",евроремонт,раздельный,полностью меблирована
1564,https://krisha.kz/a/show/660535518,2020-07-16 15:33:17,"2-комнатная квартира, 77.5 м², 22/24 этаж помесячно",квартира,200000,Бостандыкский р-н,,"Бостандыкский р-н, Каблукова 264, Алматы",Хозяин,"монолитный, 2007 г.п.",77.5 м²,евроремонт,совмещенный,полностью меблирована
1563,https://krisha.kz/a/show/56037983,2020-07-16 15:33:14,"4-комнатная квартира, 300 м², 6/6 этаж помесячно",квартира,1000000,Медеуский р-н,,"Медеуский р-н, Зенкова 75, Алматы",ИК Челси,"монолитный, 2005 г.п.","300 м², кухня — 25 м²",евроремонт,2 с/у и более,полностью меблирована
1562,https://krisha.kz/a/show/660536159,2020-07-16 15:33:11,"2-комнатная квартира, 42 м², 4/5 этаж помесячно",квартира,100000,Бостандыкский р-н,,"Бостандыкский р-н, мкр Орбита-3 43, Алматы",Хозяин,"кирпичный, 1987 г.п.","42 м², жилая — 35 м², кухня — 7 м²",хорошее,совмещенный,частично меблирована
1561,https://krisha.kz/a/show/54890424,2020-07-16 15:33:08,"2-комнатная квартира, 53 м², 2/5 этаж помесячно",квартира,120000,Алмалинский р-н,,"Алмалинский р-н, мкр Тастак-3, Дуйсенова — Аносова, Алматы",Хозяин,"панельный, 1979 г.п.","53 м², кухня — 11 м²",хорошее,раздельный,полностью меблирована
1560,https://krisha.kz/a/show/49166716,2020-07-16 15:33:05,"1-комнатная квартира, 37 м², 4/5 этаж помесячно",квартира,80000,Алмалинский р-н,,"Алмалинский р-н, Курмангазы — Ауэзова, Алматы",Хозяин,"кирпичный, 1992 г.п.","37 м², жилая — 20 м², кухня — 8 м²",хорошее,раздельный,полностью меблирована
1559,https://krisha.kz/a/show/660318449,2020-07-16 15:33:02,"1-комнатная квартира, 44 м², 4/9 этаж помесячно",квартира,80000,Наурызбайский р-н,,"Наурызбайский р-н, мкр Шугыла, Микрорайон «Шугыла» 342, Алматы",Baitemir Company,"монолитный, 2019 г.п.",44 м²,хорошее,совмещенный,полностью меблирована
1558,https://krisha.kz/a/show/660536040,2020-07-16 15:32:58,"1-комнатная квартира, 33 м², 2/4 этаж помесячно",квартира,90000,Ауэзовский р-н,,"Ауэзовский р-н, мкр №8, Шаляпина 34 — Алтынсарина, Алматы",Хозяин,"панельный, 1965 г.п.",33 м²,хорошее,совмещенный,полностью меблирована
1557,https://krisha.kz/a/show/660130078,2020-07-16 15:32:55,"2-комнатная квартира, 43 м², 3/4 этаж помесячно",квартира,120000,Медеуский р-н,,"Медеуский р-н, Кунаева — Маметовой, Алматы","Агентство недвижимости ""LS Apartments""","панельный, 1972 г.п.","43 м², кухня — 6 м²",хорошее,совмещенный,полностью меблирована
1556,https://krisha.kz/a/show/29442942,2020-07-16 15:32:52,"2-комнатная квартира, 80 м², 10/25 этаж помесячно",квартира,220000,Бостандыкский р-н,,"Бостандыкский р-н, Каблукова 38А — Торайгырова, Алматы",Freedom Realty,"монолитный, 2013 г.п.",80 м²,евроремонт,2 с/у и более,полностью меблирована
1555,https://krisha.kz/a/show/54725414,2020-07-16 15:32:49,"2-комнатная квартира, 80 м², 10/16 этаж помесячно",квартира,220000,Бостандыкский р-н,,"Бостандыкский р-н, Гагарина 133Б — Мынбаева, Алматы",Хозяин,"монолитный, 2018 г.п.",80 м²,евроремонт,совмещенный,полностью меблирована
1554,https://krisha.kz/a/show/47600767,2020-07-16 15:32:45,"2-комнатная квартира, 85 м², 9/15 этаж помесячно",квартира,300000,Бостандыкский р-н,,"Бостандыкский р-н, проспект Аль-Фараби 21 — Каратаева, Алматы",Хозяин,"монолитный, 2013 г.п.",85 м²,евроремонт,совмещенный,полностью меблирована
1553,https://krisha.kz/a/show/660534976,2020-07-16 15:32:42,"1-комнатная квартира, 41 м², 8/13 этаж помесячно",квартира,100000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Сайран, Мкр Сайран 120 — Утеген Батыра, Алматы",Хозяин,"монолитный, 1993 г.п.","41 м², жилая — 18 м², кухня — 8 м²",хорошее,раздельный,полностью меблирована
1552,https://krisha.kz/a/show/660215293,2020-07-16 15:32:39,"2-комнатная квартира, 63 м², 10/32 этаж помесячно",квартира,400000,Бостандыкский р-н,,"Бостандыкский р-н, Аль-Фараби 9, Алматы",Хозяин,"монолитный, 2019 г.п.",63 м²,хорошее,совмещенный,полностью меблирована
1551,https://krisha.kz/a/show/660213291,2020-07-16 15:32:36,"3-комнатная квартира, 54 м², 3/6 этаж помесячно",квартира,275000,Медеуский р-н,,"Медеуский р-н, Искендерова 21, Алматы",Хозяин,"монолитный, 2015 г.п.",54 м²,евроремонт,совмещенный,частично меблирована
1550,https://krisha.kz/a/show/54822429,2020-07-16 15:32:32,"3-комнатная квартира, 72 м², 3/9 этаж помесячно",квартира,160000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Жетысу-2, Жетысу-1 27, Алматы",Хозяин,"панельный, 1980 г.п.","72 м², жилая — 48 м², кухня — 10 м²",хорошее,раздельный,полностью меблирована
1549,https://krisha.kz/a/show/28759469,2020-07-16 15:32:29,"4-комнатная квартира, 170 м², 9/9 этаж помесячно",квартира,700000,Медеуский р-н,,"Медеуский р-н, Достык 250 — Омарова, Алматы",Хозяин,"монолитный, 2010 г.п.",170 м²,евроремонт,2 с/у и более,полностью меблирована
1548,https://krisha.kz/a/show/660535815,2020-07-16 15:32:26,"2-комнатная квартира, 44 м², 5/5 этаж помесячно",квартира,100000,Бостандыкский р-н,,"Бостандыкский р-н, мкр Орбита-1 27 — Мустафина, Алматы",Хозяин,"панельный, 1975 г.п.","44 м², кухня — 6 м²",хорошее,совмещенный,полностью меблирована
1547,https://krisha.kz/a/show/58410267,2020-07-16 15:32:23,"4-комнатная квартира, 135 м², 8/9 этаж помесячно",квартира,300000,Бостандыкский р-н,,"Бостандыкский р-н, Керемет 7 — Тимирязева, Алматы",Хозяин,"монолитный, 2007 г.п.","135 м², кухня — 18 м²",евроремонт,2 с/у и более,полностью меблирована
1546,https://krisha.kz/a/show/660535723,2020-07-16 15:32:20,"2-комнатная квартира, 70 м², 4 этаж помесячно",квартира,400000,Бостандыкский р-н,,"Бостандыкский р-н, Бухар Жырау 35, Алматы",АРСЕНАЛ,"монолитный, 2019 г.п.",70 м²,евроремонт,раздельный,полностью меблирована
1545,https://krisha.kz/a/show/51012186,2020-07-16 15:32:17,"5-комнатная квартира, 230 м², 9/9 этаж помесячно",квартира,580000,Бостандыкский р-н,,"Бостандыкский р-н, Шашкина — проспект Аль-Фараби, Алматы",Авангард,"кирпичный, 2002 г.п.",230 м²,евроремонт,2 с/у и более,полностью меблирована
1544,https://krisha.kz/a/show/53500194,2020-07-16 15:32:14,"2-комнатная квартира, 52.4 м², 4/9 этаж помесячно",квартира,125000,Алмалинский р-н,,"Алмалинский р-н, мкр Тастак-2, Алматы",Хозяин,"панельный, 1989 г.п.","52.4 м², жилая — 40 м², кухня — 8 м²",хорошее,раздельный,полностью меблирована
1543,https://krisha.kz/a/show/54769038,2020-07-16 15:32:11,"2-комнатная квартира, 40 м², 1/5 этаж помесячно",квартира,90000,,,"Орбита 1 20, Алматы",Хозяин,"панельный, 1980 г.п.","40 м², жилая — 25 м², кухня — 6 м²",хорошее,совмещенный,полностью меблирована
1542,https://krisha.kz/a/show/660536559,2020-07-16 15:32:06,"2-комнатная квартира, 53 м², 8/9 этаж помесячно",квартира,100000,Бостандыкский р-н,,"Бостандыкский р-н, Абая — Желтоксан, Алматы",Хозяин,"кирпичный, 1972 г.п.","53 м², кухня — 9 м²",среднее,раздельный,полностью меблирована
1541,https://krisha.kz/a/show/51678410,2020-07-16 15:32:03,"2-комнатная квартира, 48 м², 4/4 этаж помесячно",квартира,145000,Бостандыкский р-н,,"Бостандыкский р-н, Жарокова 188 — Габдуллина, Алматы",Хозяин,"кирпичный, 1980 г.п.","48 м², кухня — 10 м²",евроремонт,совмещенный,полностью меблирована
1540,https://krisha.kz/a/show/50365188,2020-07-16 15:32:00,"4-комнатная квартира, 150 м², 12/15 этаж помесячно",квартира,350000,Бостандыкский р-н,,"Бостандыкский р-н, мкр Керемет, Тимирязева — Наурызбай батыра, Алматы",Хозяин,"монолитный, 2008 г.п.","150 м², кухня — 20 м²",евроремонт,2 с/у и более,полностью меблирована
1539,https://krisha.kz/a/show/660238086,2020-07-16 15:31:57,"3-комнатная квартира, 80 м², 3/9 этаж помесячно",квартира,100000,Жетысуский р-н,,"Жетысуский р-н, мкр Кулагер 71, Алматы",Хозяин,"панельный, 2008 г.п.","80 м², кухня — 10 м²",хорошее,раздельный,частично меблирована
1538,https://krisha.kz/a/show/660057921,2020-07-16 15:31:54,"4-комнатная квартира, 92 м², 1/5 этаж помесячно",квартира,200000,Турксибский р-н,,"Турксибский р-н, Турксибский район сауранбаева Спартака 14 дом — Сауранбаева Спартака, Алматы",Хозяин,"монолитный, 2015 г.п.","92 м², кухня — 37 м²",хорошее,2 с/у и более,полностью меблирована
1537,https://krisha.kz/a/show/660536381,2020-07-16 15:31:51,"3-комнатная квартира, 105 м², 8/14 этаж помесячно",квартира,200000,Бостандыкский р-н,,"Бостандыкский р-н, Торайгырова 25, Алматы",Хозяин,"монолитный, 2007 г.п.",105 м²,евроремонт,2 с/у и более,полностью меблирована
1536,https://krisha.kz/a/show/56123762,2020-07-16 15:31:48,"2-комнатная квартира, 69.1 м², 2/9 этаж помесячно",квартира,200000,Бостандыкский р-н,,"Бостандыкский р-н, Аскарова Асанбая 21/9, Алматы",Хозяин,"монолитный, 2008 г.п.","69.1 м², жилая — 40 м², кухня — 10 м²",евроремонт,раздельный,полностью меблирована
1535,https://krisha.kz/a/show/660536397,2020-07-16 15:31:45,"2-комнатная квартира, 61 м², 8/9 этаж помесячно",квартира,130000,Алатауский р-н,,"Алатауский р-н, мкр Акбулак, Мкр Акбулак 33/1, Алматы",Хозяин,"монолитный, 2016 г.п.","61 м², жилая — 61 м², кухня — 9 м²",евроремонт,раздельный,
1534,https://krisha.kz/a/show/57907779,2020-07-16 15:31:41,"3-комнатная квартира, 125 м², 21/25 этаж помесячно",квартира,280000,Бостандыкский р-н,,"Бостандыкский р-н, Каблукова, Алматы",риэлторская группа КВАДРАТ,"монолитный, 2010 г.п.","125 м², кухня — 15 м²",евроремонт,совмещенный,полностью меблирована
1533,https://krisha.kz/a/show/30486066,2020-07-16 15:31:38,"2-комнатная квартира, 62 м², 3/9 этаж помесячно",квартира,100000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Аксай-1, Момышулы 23, Алматы",Хозяин,"монолитный, 1990 г.п.","62 м², жилая — 35 м², кухня — 12 м²",хорошее,раздельный,полностью меблирована
1532,https://krisha.kz/a/show/660536316,2020-07-16 15:31:35,"3-комнатная квартира, 140 м², 7/12 этаж помесячно",квартира,550000,Медеуский р-н,,"Медеуский р-н, Самал-2 16б — Аль фараби, Алматы",Хозяин,"монолитный, 2008 г.п.",140 м²,евроремонт,2 с/у и более,полностью меблирована
1531,https://krisha.kz/a/show/660536274,2020-07-16 15:31:32,"1-комнатная квартира, 36 м², 7/9 этаж помесячно",квартира,100000,Бостандыкский р-н,,"Бостандыкский р-н, мкр Орбита-1, Навои — Биржана, Алматы",Хозяин,"панельный, 1989 г.п.","36 м², жилая — 18 м², кухня — 8 м²",хорошее,совмещенный,
1530,https://krisha.kz/a/show/24564321,2020-07-16 15:31:29,"2-комнатная квартира, 60 м², 5/12 этаж помесячно",квартира,170000,Бостандыкский р-н,,"Бостандыкский р-н, Радостовца 158/1 — Тимирязева, Алматы",Хозяин,"монолитный, 2016 г.п.",60 м²,евроремонт,совмещенный,полностью меблирована
1529,https://krisha.kz/a/show/50694017,2020-07-16 15:31:26,"2-комнатная квартира, 70 м², 3/4 этаж помесячно",квартира,230000,Бостандыкский р-н,,"Бостандыкский р-н, мкр Коктем-3, проспект Абая 107/1 — Байзакова, Алматы",Хозяин,"кирпичный, 1985 г.п.",70 м²,евроремонт,совмещенный,полностью меблирована
1528,https://krisha.kz/a/show/660366244,2020-07-16 15:31:23,"1-комнатная квартира, 35 м², 1/5 этаж помесячно",квартира,130000,Алмалинский р-н,,"Алмалинский р-н, Айтиева 51 — Жамбыла, Алматы",Фаворит,"кирпичный, 1980 г.п.","35 м², жилая — 18 м², кухня — 8 м²",хорошее,совмещенный,полностью меблирована
1527,https://krisha.kz/a/show/57595401,2020-07-16 15:31:20,"2-комнатная квартира, 50 м², 6/9 этаж помесячно",квартира,120000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Таугуль-2, Рыскулбекова 12 — Навои, Алматы",Хозяин,"монолитный, 2009 г.п.","50 м², жилая — 50 м²",хорошее,совмещенный,
1526,https://krisha.kz/a/show/56639779,2020-07-16 15:31:16,"3-комнатная квартира, 58 м², 1/5 этаж помесячно",квартира,130000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Тастак-1, Алматы",Хозяин,"иное, 1986 г.п.","58 м², кухня — 6 м²",среднее,раздельный,полностью меблирована
1525,https://krisha.kz/a/show/660536813,2020-07-16 15:31:13,"1-комнатная квартира, 37 м², 2/5 этаж помесячно",квартира,120000,Бостандыкский р-н,,"Бостандыкский р-н, мкр Коктем-3, Мкр Коктем-3 15, Алматы",Агенство недвижимости Лидер Алматы,"панельный, 1987 г.п.","37 м², кухня — 6 м²",хорошее,совмещенный,полностью меблирована
1524,https://krisha.kz/a/show/660372091,2020-07-16 15:31:10,"1-комнатная квартира, 31 м², 2/5 этаж помесячно",квартира,120000,Алмалинский р-н,,"Алмалинский р-н, Макатаева 88 — Панфилова, Алматы",Хозяин,"панельный, 1974 г.п.","31 м², жилая — 18 м², кухня — 6 м²",хорошее,совмещенный,полностью меблирована
1523,https://krisha.kz/a/show/660240135,2020-07-16 15:31:07,"3-комнатная квартира, 80 м², 3/9 этаж помесячно",квартира,100000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Аксай-3А, Мкр Аксай-3А 88 — Толе Би, Алматы",Demetra,"монолитный, 2009 г.п.","80 м², жилая — 55 м², кухня — 12 м²",хорошее,раздельный,частично меблирована
1522,https://krisha.kz/a/show/55863496,2020-07-16 15:31:04,"3-комнатная квартира, 153 м², 1/5 этаж помесячно",квартира,350000,Бостандыкский р-н,,"Бостандыкский р-н, Жамакаева 258/5-12, Алматы",Demetra,"кирпичный, 2012 г.п.",153 м²,евроремонт,2 с/у и более,полностью меблирована
1521,https://krisha.kz/a/show/660019624,2020-07-16 15:31:01,"1-комнатная квартира, 43 м², 3/5 этаж помесячно",квартира,90000,Ауэзовский р-н,,"Ауэзовский р-н, Жандосова 59/1, Алматы",Кок Тал Сити,"панельный, 1991 г.п.",43 м²,хорошее,совмещенный,частично меблирована
1520,https://krisha.kz/a/show/660411244,2020-07-16 15:30:58,"1-комнатная квартира, 43 м², 2/5 этаж помесячно",квартира,75000,Ауэзовский р-н,,"Ауэзовский р-н, Жандосова 59/1, Алматы",Кок Тал Сити,"панельный, 1990 г.п.",43 м²,хорошее,совмещенный,полностью меблирована
1519,https://krisha.kz/a/show/58478218,2020-07-16 15:30:54,"1-комнатная квартира, 42 м², 3/5 этаж помесячно",квартира,75000,Ауэзовский р-н,,"Ауэзовский р-н, Жандосова 59, Алматы",Кок Тал Сити,"панельный, 1979 г.п.",42 м²,хорошее,совмещенный,частично меблирована
1518,https://krisha.kz/a/show/660214190,2020-07-16 15:30:50,"3-комнатная квартира, 80 м², 11/18 этаж помесячно",квартира,180000,Алмалинский р-н,,"Алмалинский р-н, Брусиловского 163 — Шакарима, Алматы",Хозяин,"монолитный, 2011 г.п.","80 м², жилая — 76 м²",хорошее,совмещенный,частично меблирована
1517,https://krisha.kz/a/show/660536921,2020-07-16 15:30:47,"2-комнатная квартира, 45 м², 1/4 этаж помесячно",квартира,100000,Бостандыкский р-н,,"Бостандыкский р-н, мкр Коктем-1, Бухар Жирау — Маркова, Алматы",Хозяин,"кирпичный, 1986 г.п.","45 м², кухня — 7 м²",хорошее,совмещенный,полностью меблирована
1516,https://krisha.kz/a/show/47959858,2020-07-16 15:30:44,"1-комнатная квартира, 18 м², 1/12 этаж помесячно",квартира,45000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Жетысу-1, Абая 7 — Момышулы, Алматы",Хозяин,"монолитный, 2009 г.п.","18 м², жилая — 18 м², кухня — 18 м²",хорошее,2 с/у и более,частично меблирована
1515,https://krisha.kz/a/show/55891129,2020-07-16 15:30:41,"2-комнатная квартира, 68 м², 8/10 этаж помесячно",квартира,280000,Алмалинский р-н,,"Алмалинский р-н, Курмангазы, Алматы","Агентство недвижимости ""LS Apartments""","монолитный, 2018 г.п.",68 м²,евроремонт,совмещенный,полностью меблирована
1514,https://krisha.kz/a/show/57079559,2020-07-16 15:30:38,"3-комнатная квартира, 85 м², 6/16 этаж помесячно",квартира,250000,Алмалинский р-н,,"Алмалинский р-н, Шевченко, Алматы","Агентство недвижимости ""LS Apartments""","монолитный, 2015 г.п.",85 м²,евроремонт,раздельный,полностью меблирована
1513,https://krisha.kz/a/show/55112635,2020-07-16 15:30:35,"2-комнатная квартира, 60 м², 5/9 этаж помесячно",квартира,140000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Жетысу-4 24, Алматы",Хозяин,"монолитный, 2006 г.п.","60 м², кухня — 14 м²",хорошее,совмещенный,полностью меблирована
1512,https://krisha.kz/a/show/55122220,2020-07-16 15:30:32,"4-комнатная квартира, 170 м², 2/8 этаж помесячно",квартира,400000,Алмалинский р-н,,"Алмалинский р-н, Панфилова 113 — Гоголя, Алматы",ТОО Capital Estate Almaty,"монолитный, 2009 г.п.","170 м², кухня — 25 м²",евроремонт,2 с/у и более,полностью меблирована
1511,https://krisha.kz/a/show/660083789,2020-07-16 15:30:28,"2-комнатная квартира, 62 м², 2/9 этаж помесячно",квартира,110000,Наурызбайский р-н,,"Наурызбайский р-н, мкр Шугыла, Мкр Шугыла 341/2к2, Алматы",Кок Тал Сити,"монолитный, 2019 г.п.",62 м²,хорошее,совмещенный,полностью меблирована
1510,https://krisha.kz/a/show/52010259,2020-07-16 15:30:24,"2-комнатная квартира, 80 м², 6/8 этаж помесячно",квартира,280000,Алмалинский р-н,,"Алмалинский р-н, Гоголя 74 — Абылай хана, Алматы",ТОО Capital Estate Almaty,"кирпичный, 1980 г.п.","80 м², кухня — 15 м²",евроремонт,совмещенный,полностью меблирована
1509,https://krisha.kz/a/show/53866623,2020-07-16 15:30:21,"1-комнатная квартира, 45 м², 4/5 этаж помесячно",квартира,150000,Алмалинский р-н,,"Алмалинский р-н, Байтурсынова 72 — Шевченко, Алматы",ТОО Capital Estate Almaty,"кирпичный, 1980 г.п.","45 м², кухня — 10 м²",евроремонт,совмещенный,полностью меблирована
